Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,"Inversiones en subsidiarias, negocios conjuntos y asociadas",Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
800242482,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4110786,14658777,575655,,,,857048,,20202266,6765221,26967487,82425468,150271317,,3321,576870667,,,264113,,,,37749,79990,,809952625,836920112,886802,512500,1399302,31054203,502257,6258432,,39214194,,39214194,,,,111105738,13155819,,,,124261557,163475751,106829,248961986,,,7716173,93934640,41790132,280934601,673444361,836920112
890318250,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,10947,668805,,4076,,,1888,,685716,,685716,701464,,,,13047821,1172372,,,,126284,,,,,15047941,15733657,,,,2772749,5355,373498,11440,3163042,,3163042,,,,,119428,,,,119428,3282470,599435,52397715,,,,,464543,-41010506,12451187,15733657
890318250,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1086,7432,,2650,,,,,11168,,11168,742000,,,,17396148,1172372,,,,45068,,,,,19355588,19366756,,,,2495422,10277,,,2505699,,2505699,,,,,124701,,,,124701,2630400,599435,52397714,,,,,464543,-36725336,16736356,19366756
830119051,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3976341,13697244,2996670,3831592,0,0,151563,0,24653410,0,24653410,0,18892264,557250,1571592,24820413,0,0,22194547,0,3443039,0,0,0,0,71479105,96132515,908266,0,908266,14685794,1094323,876400,0,17564783,0,17564783,0,0,0,20463437,1528861,0,36792023,4480353,63264674,80829457,5502370,841267,0,,1446442,0,2180212,5332767,15303058,96132515
830119051,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2765218,11223679,3848391,3249921,0,0,182506,0,21269715,0,21269715,0,21556876,557250,1648180,23750562,0,0,20490674,0,2985683,0,0,0,0,70989225,92258940,780205,0,780205,13061649,1175319,1325228,0,16342401,0,16342401,0,0,0,13967621,1184123,0,41274586,3338630,59764960,76107361,5502370,841267,0,,,0,2180212,7627730,16151579,92258940
860008448,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,245741,95167140,30065776,4353890,0,1187205,820944,,131840696,1422865,133263561,33275588,150863219,0,196893084,0,126572973,0,373231,0,14286878,2776137,0,140747,,525181857,658445418,7237667,390828,7628495,62547744,9912068,19465745,209223,99763275,,99763275,4051041,,4051041,703840,50171132,0,318776429,0,373702442,473465717,22705000,130368750,0,,0,0,63309385,-31403434,184979701,658445418
860008448,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,18492566,68431295,24994689,4099935,0,0,1024565,,117043050,1417416,118460466,33275588,167444475,0,199212140,,126542156,0,447004,0,16849824,11104537,0,66779,,554942503,673402969,7975277,140327,8115604,48573576,10066811,144311647,2404,211070042,,211070042,7454782,,7454782,214096625,25486874,0,0,0,247038281,458108323,22705000,130368750,0,,0,0,76411098,-14190202,215294646,673402969
800085445,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,732507,5831319,6962181,3966145,0,1151835,0,0,18643987,0,18643987,0,63643923,0,0,1804350,0,19120668,0,0,204603,0,0,0,0,84773544,103417531,499493,0,499493,1184746,1327220,18138320,0,21149779,,21149779,0,0,0,24712166,6075158,,,,30787324,51937103,5272000,0,0,,1056943,15785525,1228666,28137294,51480428,103417531
800085445,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,331345,4313863,4690883,3594968,0,1090827,0,0,14021886,0,14021886,0,63380753,0,0,1714443,0,18667829,0,0,215214,0,0,0,0,83978239,98000125,381129,0,381129,1003465,652226,14002354,0,16039174,,16039174,0,0,0,25989472,5871236,,,,31860708,47899882,5272000,0,0,,1056943,15618110,1099375,27053815,50100243,98000125
800000946,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,13004391,143273509,82158367,41943494,,,8529,,280388290,,280388290,,51873857,,,,,,,,3779503,,452461,,,56105821,336494111,,57585134,57585134,107651581,11971981,,,177208696,,177208696,,,,,,,,,,177208696,32212968,13677575,,,,,18950032,94444840,159285415,336494111
800000946,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,38037801,184141891,76952137,39249974,,,246,,338382049,,338382049,,54812366,,,,,,,,1980550,,409202,,,57202118,395584167,,51915793,51915793,153472476,11578131,,,216966400,,216966400,2154469,,2154469,,,,,,2154469,219120869,32212968,13677575,,,,,20390387,110182368,176463298,395584167
890300346,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,41748000,32922000,88908000,,0,,50000,,163628000,199334000,362962000,263531000,556176000,,18510000,23565000,275000,,104489000,,76480000,,,,,1043026000,1405988000,9576000,,9576000,323518000,6070000,112928000,12513000,464605000,,464605000,3525000,,3525000,13450000,108917000,,416942000,1838000,544672000,1009277000,41000000,,,,,,152597000,203114000,396711000,1405988000
890300346,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,50642000,54017000,129057000,0,0,,42000,,233758000,,233758000,589328000,768919000,,20082000,33590000,19000,,221551000,,78009000,,,,,1711498000,1945256000,10019000,,10019000,372536000,7583000,86347000,10428000,486913000,,486913000,3859000,,3859000,7562000,119034000,,571355000,6004000,707814000,1194727000,41000000,,,,,,152597000,556932000,750529000,1945256000
830096047,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3739486,15556491,22591287,2858271,,,,,44745535,5344089,50089624,8372732,3119795,,3906,,,,1054608,,925874,,,,,13476915,63566539,,,,12075909,1192072,8936813,317845,22522639,,22522639,,,,,342696,,20951370,,21294066,43816705,880000,,,,,35416,141109,18693309,19749834,63566539
830096047,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,615420,11298273,20664289,1926380,,,,,34504362,5344089,39848451,8372732,3207850,,,,,,24608,,728625,,,,,12333815,52182266,,380125,380125,10238558,124311,5013120,192108,15948222,,15948222,,,,,307585,,20394698,,20702283,36650505,880000,,,,,35416,141109,14475236,15531761,52182266
890905047,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1821612,1844663,,2809236,,3420864,137974,,10034349,,10034349,,7478836,,2964824,,81850895,,,,,,,,,92294555,102328904,4962255,,4962255,1876285,259397,363789,,7461726,,7461726,,,,,754391,,20795164,,21549555,29011281,9096463,36751271,,,,,8518609,18951280,73317623,102328904
890905047,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1077705,851824,,723888,,10052538,25308,,12731263,,12731263,,9158473,,3953099,,63812238,,,,312167,,,,,77235977,89967240,2018042,,2018042,559009,360095,8307300,,11244446,,11244446,,,,,,,19181262,,19181262,30425708,9096463,36751271,,,,,8518609,5175189,59541532,89967240
830114143,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,7893790,11018601,2568989,,,4807978,,,26289358,,26289358,613405,883933,,1658254,,,,,,,,,,,3155592,29444950,259417,,259417,1288400,199654,199339,,1946810,,1946810,,,,2707677,,,46513,17174248,19928438,21875248,6600000,,,,,,1017075,-47373,7569702,29444950
830114143,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,8199369,13097244,2530914,,,3219252,,,27046779,,27046779,633329,1312145,,1663493,,,,,,,,,,,3608967,30655746,364531,,364531,10114998,545382,1209215,,12234126,,12234126,,,,0,,,0,9315205,9315205,21549331,6600000,,,,,,1017075,1489340,9106415,30655746
890800148,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6696634,36419077,34396110,1437471,,862213,1633529,,81445034,,81445034,,61086856,,896146,,18683101,,,,,,,613727,,81279830,162724864,,,,25001525,4180249,92013,3391206,32664993,,32664993,,245338,245338,,6391369,,,,6636707,39301700,15376361,2232715,,,,,,105814088,123423164,162724864
890800148,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2229776,36589220,33735825,,,23296379,3687329,,99538529,,99538529,,58545227,,833907,,1291603,,,,,,,613979,,61284716,160823245,,,,26669592,5540754,4674950,3337947,40223243,,40223243,,120000,120000,,5129364,,,,5249364,45472607,15376361,2232715,,,,,,97741562,115350638,160823245
860059851,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4478332,21532015,0,1877452,0,389963,74624,0,28352386,0,28352386,0,1403238,0,59342,0,7352684,0,0,0,0,0,0,0,0,8815264,37167650,1041296,0,1041296,15287561,920053,0,296896,17545806,0,17545806,0,0,0,0,15458,0,0,1401,16859,17562665,6500000,0,0,,1503757,0,2714926,8886302,19604985,37167650
860059851,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,8614181,16188282,0,1991272,0,130920,600337,0,27524992,0,27524992,0,1796525,0,67560,0,6987472,0,0,0,240769,0,0,0,0,9092326,36617318,1206351,0,1206351,12661270,2207694,0,31353,16106668,0,16106668,0,0,0,0,0,0,9463,36722,46185,16152853,6500000,0,0,,1585449,0,3221235,9157781,20464465,36617318
890110147,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3533501,15500902,9420288,435158,0,0,817290,0,29707139,0,29707139,0,118931007,0,0,28325105,0,48466015,90855,0,0,0,167022,82,0,195980086,225687225,1947976,28906,1976882,16292242,4028401,11251186,0,33548711,0,33548711,0,0,0,2744494,9153291,0,10940797,0,22838582,56387293,14139508,48498998,0,,0,82198330,21275545,3187551,169299932,225687225
890110147,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,112412,16712405,4403196,890776,0,0,1791708,0,23910497,0,23910497,0,97464878,0,0,664247,0,42265200,2751,0,0,0,164290,464970,0,141026336,164936833,1147854,19919,1167773,5047015,1218339,3510547,0,10943674,0,10943674,0,0,0,0,5064751,0,1755938,0,6820689,17764363,14139508,49326249,0,,0,67406730,20730547,-4430564,147172470,164936833
890908649,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1149311,54620754,61206943,4886188,,1354617,1221320,,124439133,,124439133,,26703729,,,39044312,,,551662,,,,1073880,,,67373583,191812716,2193402,,2193402,36590071,1589193,23430000,,63802666,,63802666,2170045,,2170045,,1419535,,48327694,,51917274,115719940,1307262,29255728,,,,,31468883,14060903,76092776,191812716
890908649,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2335267,45541685,55870847,6079784,,1421,1542538,,111371542,,111371542,,27080127,,,38877672,,,1011744,,,,2029,,,66971572,178343114,2134855,,2134855,29451253,1783573,20834663,,54204344,,54204344,2531098,,2531098,,2057558,,48369214,,52957870,107162214,1307262,29255728,,,,,31468883,9149027,71180900,178343114
830008146,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,10703735,35847513,16693965,7459151,,,,,70704364,2219000,72923364,,420919,,,1575163,,,81986870,,,,29995,,,84012947,156936311,1621821,,1621821,12171906,1005343,3352475,10692,18162237,,18162237,,,,140192070,,,,,140192070,158354307,438485,23994000,,,,,693125,-26543606,-1417996,156936311
830008146,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,7658213,19784185,15220410,5801080,,,,,48463888,2219000,50682888,,456777,,,1518153,,,65144730,,,,15559,,,67135219,117818107,2122489,,2122489,9483427,969245,,169821,12744982,,12744982,,,,99726422,,,,,99726422,112471404,438485,,,,,23994000,77598,-19163380,5346703,117818107
900042741,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,794468,22397364,557158,3558350,,,,,27307340,,27307340,,4555405,,,,,,5859175,,2028425,,,,,12443005,39750345,80120,515171,595291,2537791,71846,,,3204928,,3204928,,,,9955239,2613531,,968131,610516,14147417,17352345,12284770,8333350,,,,,1992338,-212458,22398000,39750345
900042741,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,301746,15641980,883267,3212134,,,,,20039127,,20039127,,23833249,,,,1510000,,6154601,,1656717,,357,,,33154924,53194051,263036,33119,296155,4912722,682339,2662091,,8553307,,8553307,,,,4494312,6982676,,4791239,571102,16839329,25392636,12284770,8333350,,,,,1992338,5190957,27801415,53194051
802012348,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3057009,28777735,915527,17031277,,,204698,,49986246,,49986246,,138230374,117029193,15789500,,9536356,,6384897,,,,,,,286970320,336956566,1055631,,1055631,68660482,,,33554365,103270478,,103270478,,,,,1309670,,160603895,46709600,208623165,311893643,4500200,,,,,49480157,610,-28918044,25062923,336956566
802012348,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3090399,27957046,154948,15796775,,,187576,,47186744,,47186744,,139613332,117029193,16419960,,7397678,,9257333,,,,,,,289717496,336904240,994522,,994522,65805803,,,28513345,95313670,,95313670,,,,,1158163,,160603895,46266884,208028942,303342612,4500200,,,,,49480157,610,-20419339,33561628,336904240
830146338,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,32039201,150670,,,,,,,32189871,,32189871,,0,,,,,,440009,,,,1372250,37532084,,39344343,71534214,,833757,833757,518962,2964283,,,4317002,,4317002,,,,12000,,,,,12000,4329002,15000000,,,,,5134945,9139466,37930801,67205212,71534214
830146338,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,558818,458129,,,,,,,1016947,,1016947,,2510579,,,,,,440009,,,,1372250,41176161,,45498999,46515946,,,,353,14754,,,15107,,15107,,,,12000,,,,,12000,27107,15000000,,,,,6930954,9139466,15418419,46488839,46515946
900149460,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2062241,12918936,15454910,853533,,,4722061,,36011681,,36011681,,61169011,,549184,,2492489,,,,484275,,,155033,,64849992,100861673,,,,10528424,2325255,2881,1035928,13892488,,13892488,,792346,792346,,1685047,,,,2477393,16369881,131963328,,,,,,,-47471536,84491792,100861673
900149460,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,453488,15121442,16376346,,,,,3255850,35207126,,35207126,,65152595,,603280,,2492489,,,,,,,155031,,68403395,103610521,,,,13532429,,43911487,3124924,60568840,,60568840,,50000,50000,,1450838,,,,1500838,62069678,91876285,,,,,,,-50335442,41540843,103610521
832005666,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,248010,10673309,,451475,,36699,,,11409493,,11409493,,33524467,,,,,,134578,,492666,1542470,,,,35694181,47103674,300570,94251,394821,2517759,1098307,,68649,4079536,,4079536,1739439,,1739439,,5660466,,,,7399905,11479441,10000000,,,,,,1582269,24041964,35624233,47103674
832005666,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,184714,26285988,,600232,,55959,,,27126893,,27126893,,35095797,,,,,,126140,,431405,,1255686,,,36909028,64035921,232279,89191,321470,2474676,772761,,21381,3590288,,3590288,1451789,6603379,8055168,,,,,,8055168,11645456,10000000,,,,,,18661254,23729211,52390465,64035921
830018654,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,555325,11332640,,234986,,98419,,,12221370,,12221370,2846846,1191641,,,,,,,,14968,,,,,4053455,16274825,204283,,204283,5065242,410863,97072,,5777460,,5777460,,,,,891015,,,,891015,6668475,629366,,,,,,8310850,666134,9606350,16274825
830018654,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,350134,7935926,,41752,,21638,,,8349450,,8349450,,661988,,,,2642849,,,,,,,,,3304837,11654287,71846,11674,83520,1104720,146537,1065289,,2400066,,2400066,,,,,827308,,,,827308,3227374,629366,,,,3700,,8310850,-517003,8426913,11654287
900867653,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6306085,1527,0,12050,0,5535560,9353,0,11864575,0,11864575,0,10009300,0,31941,0,107897381,0,0,0,231333,0,0,0,0,118169955,130034530,168360,256000,424360,1374712,1330,422451,0,2222853,0,2222853,0,0,0,0,0,0,33305955,0,33305955,35528808,4281127,75641424,0,,0,18358352,571,-3775752,94505722,130034530
900867653,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,623274,508393,0,5442,0,0,11465,0,1148574,0,1148574,0,26301559,0,0,0,56641911,0,0,0,0,0,0,0,0,82943470,84092044,109648,0,109648,648381,194,0,0,758223,0,758223,0,0,0,0,0,0,13288,0,13288,771511,4281127,75641424,0,,1908000,3842000,683,-2352701,83320533,84092044
800185347,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,99944,2753612,,1750636,,4673102,393557,0,9670851,0,9670851,20441063,247357,0,815053,44322062,0,0,0,0,0,0,0,0,0,65825535,75496386,684690,0,684690,2722974,630480,3822524,17694,7878362,0,7878362,0,0,0,33623610,74341,0,1104048,0,34801999,42680361,1573900,98280,62248,,0,0,24910402,6295691,32816025,75496386
800185347,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,77309,2745145,,965294,,4147877,1997218,0,9932843,0,9932843,0,6076214,0,495257,44218263,0,0,0,0,0,0,0,24931,0,50814665,60747508,646770,0,646770,2358251,546715,4035487,2805,7590028,0,7590028,0,0,0,21139912,8745,0,2656070,0,23804727,31394755,1573900,98280,62248,,0,0,18686347,9056474,29352753,60747508
890901872,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,93280,13923151,,224915,,,,,14241346,,14241346,,54997,,1605774,122746360,,,,,400870,,,,,124808001,139049347,,,,548310,28823,,,577133,,577133,,,,,629392,,1802231,,2431623,3008756,1317346,,,,,,92238336,42484909,136040591,139049347
890901872,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,67604,1650418,,181118,,,,,1899140,,1899140,,57312,,1673386,131780992,,,,,280955,,,,,133792645,135691785,,,,186738,26018,,,212756,,212756,,,,,692331,,1840875,,2533206,2745962,1317346,,,,,,88336434,43292043,132945823,135691785
890301463,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,14706579,230831548,153766545,0,0,3301709,1466754,0,404073135,37561,404110696,,107806754,,3228510,,19204988,,,,14061064,,,181567,,144482883,548593579,22802939,9320917,32123856,239122766,1971954,161276,,273379852,,273379852,2366063,,2366063,,,,320698,,2686761,276066613,24140481,479098,,,2727258,0,1638250,243541879,272526966,548593579
890301463,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,28945370,190099624,145950823,10795383,,,1374527,,377165727,,377165727,,97916003,,2351949,,83652769,,,,9401063,,,181567,,193503351,570669078,20890383,6947222,27837605,320473824,,170525,,348481954,,348481954,2907195,,2907195,,,,177161,,3084356,351566310,24140481,479098,,,2350511,,-590881,192723559,219102768,570669078
811028650,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6692796,44116068,116793454,7241056,,9630752,358017,,184832143,,184832143,,55695058,,16841,3734952,,,,,,,,,,59446851,244278994,,1213000,1213000,79133393,7889661,63675306,8706070,160617430,,160617430,,,,10493554,3667083,,0,,14160637,174778067,2183103,6679382,,,,,33157855,27480587,69500927,244278994
811028650,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,6282503,43177773,98093587,4970504,,261375,833810,,153619552,,153619552,,43604185,,22779,2448120,,,,,,,,,,46075084,199694636,,1942000,1942000,62073312,9557229,28735079,7125360,109432980,,109432980,,,,0,3565814,,8283582,,11849396,121282376,2183103,6679382,,,,,46293218,23256557,78412260,199694636
900226948,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,23237,44786953,23367664,3022551,,,,,71200405,,71200405,,62688356,3006094,25561159,85451160,,,8497832,,9842227,,,,,195046828,266247233,,,,36038164,1123436,38919585,13652423,89733608,,89733608,,,,42651338,2165179,0,41925896,0,86742413,176476021,12505373,56862168,0,,20412770,0,21008962,-21018061,89771212,266247233
900226948,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,486350,50458334,19600758,5727418,,,,,76272860,,76272860,,61659439,4465913,15335254,65622907,0,,1606122,,6555722,,,,,155245357,231518217,,,,24570641,1501762,34170229,2252316,62494948,,62494948,,,,17533225,1895669,,38474831,,57903725,120398673,12505373,56862168,0,,9215027,0,10450056,22086920,111119544,231518217
890316056,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5093170,3015155,,11130,,,,,8119455,,8119455,,552799,,1159415,,66015174,,,,160257,,387675,,,68275320,76394775,,,,7986490,320322,6344729,430968,15082509,,15082509,,,,,89972,,,,89972,15172481,351154,,,,21567876,,38704048,599216,61222294,76394775
890316056,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4047502,11839,,,,,,,4059341,,4059341,,559716,,1711972,,68079290,,,,,0,182013,,,70532991,74592332,,,,2496106,214299,2984000,947986,6642391,,6642391,,,,,103827,,6751652,,6855479,13497870,351154,,,,21796008,,38091835,855465,61094462,74592332
800130149,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3330050,33329345,23492233,3115243,0,54243,931692,0,64252806,,64252806,,12811685,,0,3879844,0,0,0,0,993685,0,0,0,0,17685214,81938020,837870,0,837870,19895626,1781087,40765512,1037898,64317993,,64317993,0,0,0,,309518,,,,309518,64627511,3472000,5438103,0,,0,0,1618119,6782287,17310509,81938020
800130149,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1580137,14914857,23087149,3299305,0,0,490903,0,43372351,,43372351,,9020335,0,0,3960769,0,0,0,0,3138,0,0,0,0,12984242,56356593,702198,0,702198,7542247,680094,26007370,1507562,36439471,,36439471,0,0,0,,17994,,,,17994,36457465,3472000,5438103,0,,0,0,8791232,2197793,19899128,56356593
890937250,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,7658087,107223152,42216698,,,,25025205,,182123142,,182123142,501550,29594400,,,,,,4829951,,2208252,,,,,37134153,219257295,,1058624,1058624,75541012,1571833,6016902,26424136,110612507,,110612507,,,,5111235,3776309,,41414787,,50302331,160914838,9986000,,,,6125055,9134526,3331544,29765332,58342457,219257295
890937250,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,7954186,122497562,22515251,,,,20929012,,173896011,,173896011,576109,25005447,,,,,,5302937,,13351377,,,,,44235870,218131881,,4325204,4325204,73663067,135969,5916007,22500706,106540953,,106540953,,,,5085465,13069090,,43891747,,62046302,168587255,9986000,,,,3809146,6448010,2719680,26581790,49544626,218131881
805025355,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1854950,2591722,203101,676293,,,,,5326066,,5326066,,81141,,706812,,,,,,,,347515,,,1135468,6461534,,,,1255203,621226,95563,391119,2363111,,2363111,,,,,,,,,,2363111,390000,0,0,,0,0,0,3708423,4098423,6461534
805025355,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1652500,3035610,222571,,,,696975,,5607656,,5607656,,99029,,419542,9549,,,,,,,,,,528120,6135776,,,,975895,335964,135538,209661,1657058,,1657058,,,,,,,664372,,664372,2321430,390000,,,,,,,3424346,3814346,6135776
830058148,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2662719,48792773,0,0,0,0,0,0,51455492,0,51455492,0,1386217,0,0,0,0,0,0,0,0,0,27995442,2757443,0,32139102,83594594,516027,0,516027,20409015,2912545,0,3677412,27514999,0,27514999,0,0,0,0,0,0,13967854,14333326,28301180,55816179,7455210,0,0,,0,0,5389339,14933866,27778415,83594594
830058148,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1118516,41529546,0,0,0,0,0,0,42648062,0,42648062,0,884508,0,0,0,0,0,0,0,0,0,27951529,997119,0,29833156,72481218,253253,0,253253,8996762,644762,0,3693833,13588610,0,13588610,0,0,0,0,0,0,8946655,14333326,23279981,36868591,7455210,0,0,,0,0,5389339,22768078,35612627,72481218
860002688,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5136781,55758897,,4532,,3171,,,60903381,,60903381,86293198,401520,,46620,1643086436,,,41099427,,68597,,,,,1770995798,1831899179,,,,78710443,883414,6549352,,86143209,,86143209,,,,12298914,8582365,,22605,,20903884,107047093,24732139,280190232,,,264196,,659561809,760103710,1724852086,1831899179
860002688,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,10832394,3114086,,179817,,,,,14126297,,14126297,86894926,62816,,46620,1630994100,,,1825000,,785906,,,,,1720609368,1734735665,,,,4938229,599533,,,5537762,,5537762,,,,25112766,,,,,25112766,30650528,24124894,207034344,,,197713,,675374880,797353306,1704085137,1734735665
860530547,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,11019262,122958795,50108375,9415714,,,2323377,,195825523,,195825523,,121478685,,0,,,,,,2746299,,18882708,546025,,143653717,339479240,3631254,957236,4588490,116829322,2113619,61930125,281954,185743510,,185743510,,,,100389,,,128914475,,129014864,314758374,10282083,17166973,,,,,,-2728190,24720866,339479240
860530547,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,14846349,114999109,53132018,9919888,,,2128354,,195025718,,195025718,,126209613,,581019,,,,,,8620512,,21767248,1250645,,158429037,353454755,4158501,957236,5115737,124294963,3561696,37402014,421282,170795692,,170795692,,,,298948,,,157391944,,157690892,328486584,10282083,17166973,,,,,,-2480885,24968171,353454755
890101648,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6718,10595171,313074,963146,,,19761,,11897870,,11897870,,27684889,,,,,,,,,,,,,27684889,39582759,,860011,860011,1027828,309710,,,2197549,,2197549,,,,,6277190,,74789,,6351979,8549528,190355,4837,,,,,95177,30742862,31033231,39582759
890101648,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,15939,11275707,216346,845719,,,8047,,12361758,,12361758,,28733216,,20967,,,,,,,,,,,28754183,41115941,,4094430,4094430,1699109,171668,,,5965207,,5965207,,,,,5913511,,103652,,6017163,11982370,190355,4837,,,,,95177,28843202,29133571,41115941
860032550,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3488801,43068287,77955553,14505027,,,12205565,,151223233,,151223233,999498,156505704,,1147421,,152075674,,6090294,,,,,,,316818591,468041824,5223425,1538931,6762356,73261756,9383055,5523122,27309330,122239619,,122239619,,,,1978727,19563215,,78547974,,100089916,222329535,1869952,2130157,,,,,-6873177,248585357,245712289,468041824
