Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,"Inversiones en subsidiarias, negocios conjuntos y asociadas",Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
860032550,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3661232,56494017,80002795,7694600,,,13019056,,160871700,,160871700,744498,168279447,,1094037,,156326382,,11559745,,,,,,,338004109,498875809,5650291,1538939,7189230,66568375,4227212,4608318,23975241,106568376,,106568376,,,,1906541,21360775,,84559117,,107826433,214394809,1869952,2130157,,,,,20986189,259494702,284481000,498875809
811044853,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,89465,3529368,,,,4053342,42910,,7715085,,7715085,,,,,,546756836,,449147,,161127,,6032317,,,553399427,561114512,,,,,72347,,28912,101259,,101259,,,,106271,171448,,,,277719,378978,959008,16775580,,,,,4210492,538790454,560735534,561114512
811044853,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1358922,1012930,,,,1865414,,,4237266,,4237266,,,,,,474823705,,267117,,,,6032317,,,481123139,485360405,,,,,7958,,42342,50300,,50300,,,,348757,183264,,,,532021,582321,959008,16775580,,,,,-5322943,472366439,484778084,485360405
860013652,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4008936,99245313,,,,,,,103254249,,103254249,22960184,,,,,1854974505,,,,367332,,76585969,,,1954887990,2058142239,86705,,86705,4894968,70588,,8055282,13107543,,13107543,,,,,2288625,,,,2288625,15396168,53433,6657917,,,,,822013693,1214021028,2042746071,2058142239
860013652,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,12635632,5475747,,,,9277841,,,27389220,,27389220,22960184,,,,,1849104364,,,,124279,,76963912,,,1949152739,1976541959,42230,,42230,849186,397700,,8245490,9534606,,9534606,,,,,2288625,,,,2288625,11823231,53433,6657917,,,,,699637563,1258369815,1964718728,1976541959
860050753,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,69015,7683000,7220718,472612,,,1879942,,17325287,,17325287,203900,16599326,,1663232,,,,6807762,,4738528,,,,,30012748,47338035,328262,,328262,5233858,1439505,811484,5991422,13804531,,13804531,,,,16052524,3491828,,26881429,,46425781,60230312,6779702,,,,,7279901,370105,-27321985,-12892277,47338035
860050753,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,329413,8991149,10002853,2628627,,,40899,,21992941,,21992941,203900,18208525,,5891218,,,,722186,,4823116,,,,,29848945,51841886,275616,,275616,5992375,3580036,751068,1417431,12016526,,12016526,,,,15690835,3550797,,25762489,,45004121,57020647,6779702,,,,,7279901,370105,-19608469,-5178761,51841886
860017055,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2566084,28766249,38262510,1527829,,862558,550474,,72535704,,72535704,,110929813,,231449,,106754136,,461874,,460517,,6251,36086,,218880126,291415830,2351757,66890,2418647,39846828,3082620,147077,8800972,54296144,,54296144,1849799,,1849799,,17364414,,115959000,,135173213,189469357,6853433,,,,,,80107801,14985239,101946473,291415830
860017055,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4080194,47971631,43355071,2696512,,,399089,,98502497,,98502497,,114890826,,302323,,106728101,,572543,,1150956,,6251,50966,,223701966,322204463,2987635,,2987635,33879026,1165871,58713,,38091245,,38091245,5224486,,5224486,124088000,18415049,,,,147727535,185818780,6853433,,,,,,119968850,9563400,136385683,322204463
900402331,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,178499,325751,,22289,,,,,526539,,526539,,13279552,,98272,120841276,,25140000,,,,,,,,159359100,159885639,10314,,10314,50066,75714,865489,,1001583,,1001583,,,,,989628,,208227,5635804,6833659,7835242,45395710,,,,,15874817,17218245,73561625,152050397,159885639
900402331,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,207354,837731,,207986,,,,,1253071,,1253071,,13292187,,132393,113958072,,30060000,2096489,,,,,,,159539141,160792212,2644,,2644,287187,205767,545439,3161,1044198,,1044198,,,,,1408918,,200000,,1608918,2653116,54045710,,,,,16224726,13320424,74548236,158139096,160792212
860038955,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,9018654,26222264,13570034,1036157,,160854,,,50007963,,50007963,,35711629,,,,,,,,140905,,,,,35852534,85860497,1481346,,1481346,11052802,1089082,10524845,,24148075,,24148075,,4373243,4373243,,6173694,,,,10546937,34695012,5913840,,,,10324245,,27717569,7209831,51165485,85860497
860038955,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,13890108,19696980,11055485,1181264,,,,,45823837,,45823837,,34472874,,,,,,,,164859,,,,,34637733,80461570,1460476,,1460476,11312595,549560,7769701,,21092332,,21092332,,,,,6809434,,1375000,,8184434,29276766,5913840,,,,10324245,,29019832,5926887,51184804,80461570
860074358,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2898750,30034658,27166185,1486822,,,444508,,62030923,,62030923,,21729161,,15557414,,,,,,,,,,,37286575,99317498,1248603,,1248603,31503580,1064713,6359279,3504663,43680838,,43680838,,300000,300000,,2791190,,5119231,,8210421,51891259,28345259,1790104,,,,,6647336,10643540,47426239,99317498
860074358,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4177272,27576175,19186835,3072154,,,624601,,54637037,,54637037,,22069075,,15636165,,,,,,,,,,,37705240,92342277,1398952,,1398952,25093212,1040336,7068690,3621170,38222360,,38222360,,1631103,1631103,,1808993,,11079206,,14519302,52741662,28214859,1578476,,,,,6647336,3159944,39600615,92342277
900239552,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4542667,2259659,73629031,46812,,,,,80478169,,80478169,,17883,,,,,,,,,,,,,17883,80496052,,,,3179652,,,,3179652,,3179652,,,,57497370,,,,,57497370,60677022,6520000,,,,,13309499,61668,-72137,19819030,80496052
900239552,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,446977,764563,14687638,,,,3657,,15902835,,15902835,,16945,,,,4540447,,,,202214,,,,,4759606,20662441,,,,1983987,,,,1983987,,1983987,,,,12230714,,,,,12230714,14214701,6520000,,,,,,43365,-115625,6447740,20662441
890903055,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5900164,54698986,36290,7984061,,2467234,7374,,71094109,,71094109,,25671878,,2515933,,27604610,1830296,84047270,,6594262,,1403938,,,149668187,220762296,5163754,,5163754,11279259,6553264,8721468,,31717745,,31717745,8558106,9018014,17576120,,6615725,,3801239,,27993084,59710829,2300030,5390213,5023188,,10910547,17819524,134040620,-4386279,161051467,220762296
890903055,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,12333719,38758262,41371,3338508,,2356751,3422,,56832033,,56832033,,25530223,,3001823,,26801233,1711930,78944210,,5844421,,1393977,,,143227817,200059850,4315825,,4315825,11224159,5385931,2235484,,23161399,,23161399,6258841,3421761,9680602,,6513882,,315604,,16510088,39671487,2300030,5390213,4903188,,11283994,17895560,129177913,-756159,160388363,200059850
860020058,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,15903936,48551258,61821015,1900019,,,3223642,,131399870,,131399870,,38894719,,150000,0,,,4796891,,1865636,,,,,45707246,177107116,1880914,,1880914,18612374,15616736,,25612646,61722670,,61722670,,,,,,,,5150869,5150869,66873539,1000000,,,,,,964995,108268582,110233577,177107116
860020058,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,23322404,45885823,43279371,2117463,,,952588,,115557649,,115557649,,28761919,,150000,160000,,,7573423,,2649524,,,,,39294866,154852515,1671541,,1671541,19483761,8832266,5424,16608147,46601139,,46601139,,,,,,,87655,6481973,6569628,53170767,1000000,,,,,,964995,99716753,101681748,154852515
890939355,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,76727,16339781,352001,173830,,,,,16942339,730261,17672600,,,,,,582557,,,,437713,,3440,,,1023710,18696310,,463647,463647,136085,,,203686,803418,,803418,,,,190019,,,,,190019,993437,16999217,,,,,,1801683,-1098027,17702873,18696310
890939355,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1239109,5450809,362830,110901,,,,,7163649,730261,7893910,,,,,,12955866,,,,436612,,3440,,,13395918,21289828,,482862,482862,586575,,,1001957,2071394,,2071394,,,,190019,227515,,,,417534,2488928,16999217,,,,,,924763,876920,18800900,21289828
900685695,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,0,,,5508,,,,,5508,,5508,,,,,56018348,,,,,,,,,,56018348,56023856,,,,233138,191,,,233329,,233329,,,,,,,,,,233329,32000,,,,,,16000,55742527,55790527,56023856
900685695,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,0,,,5508,,,,,5508,,5508,,,,,51016793,,,,,,,,,,51016793,51022301,,,,216191,,,,216191,,216191,,,,,,,,,,216191,32000,,,,,,16000,50758110,50806110,51022301
890900652,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2701525,38514115,69873200,137177,,2558410,1004226,,114788653,,114788653,744397,90717908,,,,,,,,,,,23126055,,114588360,229377013,,,,29439198,8668921,34902429,9114640,82125188,,82125188,,,,,,,,,,82125188,9932412,664118,385279,,,51010519,10373878,75656177,147251825,229377013
890900652,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2982764,27744800,60832283,,,2904085,1027950,,95491882,,95491882,744397,85674025,,,,,,,,0,,,,,86418422,181910304,,,,17742723,7515813,15855726,4420264,45534526,,45534526,,,,,,,,,,45534526,9932412,664118,385279,,,51010519,10373878,64780130,136375778,181910304
860031361,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1765851,75682082,,13459224,,,8411,,90915568,,90915568,41283,11869820,,,10781869,,,27930006,,4562631,,,5249165,,60434774,151350342,7487670,401322,7888992,7815180,9427813,3201158,13110154,41443297,,41443297,,,,69278741,1767785,,,6887234,77933760,119377057,9606142,348478,,,1317481,10000658,22671113,-11970587,31973285,151350342
860031361,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2324804,60275733,,5613230,,,22727,,68236494,,68236494,41283,9306784,,,10009597,,,12758278,,13162087,,,4652801,,49930830,118167324,6138694,229064,6367758,5166864,4031406,26778966,13886693,56231687,,56231687,,,,6951168,10070426,,11158426,3099813,31279833,87511520,9606142,348478,,,638724,10000658,22671113,-12609311,30655804,118167324
900497754,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2249590,196372,9319327,103013,0,31989,252575,0,12152866,0,12152866,0,129810,0,21191,21704,,0,0,0,97055,0,0,0,0,269760,12422626,54117,0,54117,898740,14463,1363061,2551084,4881465,0,4881465,0,0,0,0,83350,0,1827912,651608,2562870,7444335,4050000,0,0,,0,0,297854,630437,4978291,12422626
900497754,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,492310,263169,5511810,47344,0,1644,224673,0,6540950,0,6540950,0,150076,0,14527,21077,,0,0,0,126407,0,800500,0,0,1112587,7653537,43452,0,43452,267434,52451,1308487,1735276,3407100,0,3407100,0,0,0,0,56534,0,0,159229,215763,3622863,3368000,0,0,,0,0,62447,600227,4030674,7653537
830122774,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,65646,16379275,13478666,1553163,,250001,,,31726751,,31726751,,10882198,,4435694,,,,,,,,,103321,,15421213,47147964,,,,8377425,876609,9059825,221130,18534989,,18534989,,,,,,,9331565,1617487,10949052,29484041,4066633,7762056,,,2590910,,2234590,1009734,17663923,47147964
830122774,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,197733,21546199,9403215,1856843,,,,,33003990,,33003990,,11632684,,4435694,,,,1237029,,,,,304255,,17609662,50613652,,,,5212557,764692,13309738,336611,19623598,,19623598,,,,,,,8643022,4764388,13407410,33031008,4066633,7762056,,,2637346,,2221818,894791,17582644,50613652
800173155,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,10575624,147570313,407284608,13130268,,,20574622,,599135435,,599135435,80692173,14634126,,,,38234189,,,,,,,,,133560488,732695923,,,,64163129,9334200,37425671,91302032,202225032,,202225032,,,,,13950063,,205430663,155570366,374951092,577176124,6848000,,,,6015500,,6861466,135794833,155519799,732695923
800173155,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,7031343,116765652,301457073,9619751,,,16058539,,450932358,,450932358,78967172,15133924,,,,42060348,,,,,,,,,136161444,587093802,,,,93590065,19188175,33354288,73879015,220011543,,220011543,,,,,13755123,,107575688,95506408,216837219,436848762,6848000,,,,6015500,,6861466,130520074,150245040,587093802
890312652,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,600995,4020179,8795878,939627,,492073,1944809,,16793561,,16793561,,12779698,,2390,4584095,,,84766,,185307,,115000,,,17751256,34544817,387948,,387948,7727310,1946863,4198510,,14260631,,14260631,77106,,77106,,1894467,,,,1971573,16232204,1128330,,,,,2926752,7498412,6759119,18312613,34544817
890312652,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,287601,4057045,5430848,734958,,6249,,,10516701,,10516701,,11799923,,3260,7310753,,,53297,,190156,,115000,,,19472389,29989090,456523,,456523,1326978,1845023,2375133,,6003657,,6003657,63555,,63555,,2020028,,,45580,2129163,8132820,1128330,,,,,4633664,10172554,5921722,21856270,29989090
830049252,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,0,,,110055,,,,,110055,,110055,,,,,,272266637,,,,,,,,,272266637,272376692,,,,140028,,,,140028,,140028,,,,,,,,,,140028,75139845,265120046,,,,,2173664,-70196891,272236664,272376692
830049252,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,0,,,,,,,,0,,0,,,,,,244107756,,,,,,,,,244107756,244107756,,,,,24953,,,24953,,24953,,,,,,,,,,24953,75139845,265120046,,,,,2173664,-98350752,244082803,244107756
860034551,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1234596,7651723,779433,3227434,0,0,0,0,12893186,0,12893186,0,15456433,0,0,19746885,,,9246502,,,,,,,44449820,57343006,,,,13223998,2906598,5296577,,21427173,,21427173,,,,,,442026,18676437,3601176,22719639,44146812,9165963,,,,,,873437,3156794,13196194,57343006
860034551,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,14203753,23369357,10566481,3299565,,,,,51439156,,51439156,,18502221,,,17454054,,,432918,,,,,,,36389193,87828349,,,,19410537,2166877,151298,,21728712,,21728712,,,,,,849324,24410371,9202950,34462645,56191357,9165963,,,,,,873437,21597592,31636992,87828349
810001350,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,524750,2699704,8941068,729591,,,7344,,12902457,,12902457,,3112561,15810,0,,,,,,1722538,,,,,4850909,17753366,1054284,,1054284,8653655,1704259,5664308,5949879,23026385,,23026385,,207403,207403,,641749,,5518926,,6368078,29394463,16743129,18462996,,,,,59391,-46906613,-11641097,17753366
810001350,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,863907,3938769,10538520,886478,,,26096,,16253770,,16253770,,3136921,101158,568,,,,,,1722538,,,,,4961185,21214955,825261,,825261,8262130,1929054,5393530,5101614,21511589,,21511589,,754147,754147,,641749,,5514210,,6910106,28421695,16743129,18462996,,,,,59391,-42472256,-7206740,21214955
900474762,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,16413000,26958000,0,33187000,,67362000,4233000,,148153000,,148153000,,12430000,,20315000,,,,,,33236000,,,,,65981000,214134000,,,,103612000,335000,,122570000,226517000,,226517000,,,,,833000,,,,833000,227350000,20000,,,380425000,,,,-393661000,-13216000,214134000
900474762,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2634000,93999000,2174000,35525000,,148774000,4073000,,287179000,,287179000,,19554000,,24241000,,,,,,43972000,,,,,87767000,374946000,,,,161657000,222000,,106347000,268226000,,268226000,,,,,595000,,,,595000,268821000,20000,,,380425000,,,,-274320000,106125000,374946000
900111454,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5917715,56798064,,3136783,,355362,,,66207924,,66207924,499282185,318105,,10854177,172664228,14267126,,26867901,,,,15431545,,,739685267,805893191,154147,,154147,1258270,1146268,31496631,305517,34360833,,34360833,,,,9765514,18716906,,356774604,7057113,392314137,426674970,2000000,112341239,,,97749718,,1000000,166127264,379218221,805893191
900111454,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4462372,75100816,,2468935,,394048,,,82426171,,82426171,493041102,407423,,68099,154063625,12201984,,24388645,,,,3140191,,,687311069,769737240,148349,,148349,1824724,1064692,,1107042,4144807,,4144807,,,,490950,18753464,,340895495,1615647,361755556,365900363,2000000,112341239,,,95234379,,750000,193511259,403836877,769737240
900276962,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,120027672,42049417,252433313,,,66750,652605,,415229757,,415229757,,203376157,,3546346,,571,,,,100227052,,,,,307150126,722379883,,,,662888301,,46164742,,709053043,,709053043,,,,,,,90326994,,90326994,799380037,1079894,,,,,,,-78080048,-77000154,722379883
900276962,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,111428762,25287794,237658462,,,1815502,330186,,376520706,,376520706,,174429953,,4135171,,571,,,,93136758,,,,,271702453,648223159,,,,557245006,,58605553,,615850559,,615850559,,,,,,,84205580,,84205580,700056139,1079894,54303412,,,,,,-107216286,-51832980,648223159
900443757,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2962,15020139,,69843,,,,,15092944,,15092944,,,,,76684327,,,5108094,,245698,,,,,82038119,97131063,,,,5681506,213981,,,5895487,,5895487,,,,423997,1791,,,,425788,6321275,5000000,,,,,,6373923,79435865,90809788,97131063
900443757,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,5121,10398740,,34781,,,,,10438642,,10438642,,,,,70707136,,,6416337,,312016,,,,,77435489,87874131,,,,4586106,145495,,,4731601,,4731601,,,,519085,25592,,,,544677,5276278,5000000,,,,,,741799,76856054,82597853,87874131
860026753,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,9622422,124284588,266120016,17501982,,5284022,,,422813030,,422813030,238895,268239488,,224870,,11472658,0,,,,,243093,,,280419004,703232034,2563515,,2563515,60374168,3980822,340534210,692285,408145000,,408145000,1950930,,1950930,,26379423,,30307937,,58638290,466783290,22407781,17812948,,,,,88462424,107765591,236448744,703232034
860026753,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,5427590,109230989,210567155,14534369,0,2230929,0,0,341991032,,341991032,4064092,281458418,0,311505,0,12902984,0,0,0,0,0,243093,0,0,298980092,640971124,2438913,0,2438913,50785680,6806083,262933415,381379,323345470,0,323345470,2004335,0,2004335,0,41562509,0,4388863,0,47955707,371301177,24306518,19322339,0,,209040,,94712197,131119853,269669947,640971124
830006973,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,8609035,5137,,7698,,,,,8621870,,8621870,,,,,,69822238,,,,,,,32698289,,102520527,111142397,,,,,215041,,,215041,,215041,,,,,18768,,,,18768,233809,38109693,46359889,,,,,24048826,2390180,110908588,111142397
830006973,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3659858,,,,,21539892,,,25199750,,25199750,,,,,,69822238,,,,,,,55633748,,125455986,150655736,,,,,60534,,,60534,,60534,,,,,5099,,,,5099,65633,38109693,46359889,,,,,44608635,21511886,150590103,150655736
860008355,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3087661,10157366,43822,1634481,,67567,,,14990897,,14990897,,2632194,,,15212974,,,,,142289,,,,,17987457,32978354,598279,94991,693270,4730688,1484136,28316,313,6936723,,6936723,,,,,,,45001,,45001,6981724,10880959,,,,,,2749938,12365733,25996630,32978354
860008355,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1039103,14586924,14238,2683018,,151508,,,18474791,,18474791,,3057226,,,11065498,,,,,254248,,,,,14376972,32851763,593087,336256,929343,12032097,1374232,1521176,703976,16560824,,16560824,,,,,,,159604,,159604,16720428,6310354,,,,,,2749938,7071043,16131335,32851763
800158850,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1794558,19853962,5082056,,,,3779698,,30510274,,30510274,,18936579,,88130,7343389,,,9146182,,,,2794505,,,38308785,68819059,566720,,566720,26723514,,2917724,510768,30718726,,30718726,,,,,1360759,,,,1360759,32079485,8725895,,6056905,,,,25574620,8495964,36739574,68819059
800158850,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,715033,16093894,2764827,,,,1711629,,21285383,,21285383,,20684133,,116972,6719032,,,9146362,,,,2628906,,,39295405,60580788,508678,,508678,16361314,,4419650,628940,21918582,,21918582,,,,,1937992,,,,1937992,23856574,8725895,,6056905,,,,26731168,7324056,36724214,60580788
900813555,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1,,,,,,,,1,,1,,,,,27024857,,,23191023,,,,,,,50215880,50215881,0,0,0,,165905,,,165905,0,165905,0,0,0,,,,,,0,165905,426830,42256485,0,,0,0,-43777,7410438,50049976,50215881
900813555,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1,,,,,,,,1,,1,,,,,19619043,,,27846608,,,,,,,47465651,47465652,0,,0,,321149,,,321149,,321149,0,,0,0,0,,,,0,321149,426830,42256485,,,,,-593031,5054219,47144503,47465652
817002753,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5995177,99370543,23842867,11320331,,,753603,,141282521,,141282521,4325,16190470,,256903,,,,,,30692507,,,,,47144205,188426726,1180334,,1180334,104397556,,15739,857892,106451521,,106451521,,44736,44736,,,,,,44736,106496257,17508030,326511376,,,,,,-262088937,81930469,188426726
817002753,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,6628824,67620784,19323467,11895814,,,1341201,,106810090,,106810090,4420,17156972,,513806,,,,,,26504339,,,700000,,44879537,151689627,870814,,870814,69311016,,14023,179173,70375026,,70375026,,60475,60475,,,,,,60475,70435501,17458030,311654556,,,,,,-247858460,81254126,151689627
810002455,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3825653,32500189,117049559,3970733,0,0,1498381,,158844515,8723236,167567751,21198693,4045074,,,,203273,,,,,,,945629,,26392669,193960420,1073004,,1073004,71811938,,89676782,,162561724,,162561724,,,,,372077,,18293848,,18665925,181227649,7500000,0,0,,0,0,1025184,4207587,12732771,193960420
